calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 49.000000 2.238928 21.355348 11.034044 2.573207 -0.624732 -0.020410 13.796208 0.002381 0.001678 3.001966 0.000000 0.000000 0.000000 
2 49.000000 2.238928 21.355348 11.034044 2.573207 -0.624732 -0.020410 13.796208 0.002381 0.001678 0.000000 0.000000 80.000000 -5.000000 
3 49.000000 2.181851 22.461291 11.032784 2.509725 -0.457353 -0.026527 9.757323 0.002546 0.001017 0.000000 0.000000 0.000000 0.000000 
1 49.200000 2.293526 19.461402 11.032784 2.362925 -0.538258 -0.023475 12.065956 0.002660 0.001754 3.001966 0.000000 0.000000 0.000000 
2 49.200000 2.293526 19.461402 11.032784 2.362925 -0.538258 -0.023475 12.065956 0.002660 0.001754 0.000000 0.000000 80.000000 -5.000000 
3 49.200000 2.230022 20.968311 11.032083 2.336551 -0.411689 -0.027282 8.859493 0.002625 0.001076 0.000000 0.000000 0.000000 0.000000 
1 49.400000 2.339597 17.968346 11.032083 2.185624 -0.490755 -0.024054 11.168252 0.002743 0.001813 3.001966 -0.000000 0.000000 0.000000 
2 49.400000 2.339597 17.968346 11.032083 2.185624 -0.490755 -0.024054 11.168252 0.002743 0.001813 0.000000 0.000000 80.000000 -5.000000 
3 49.400000 2.268913 19.765756 11.031656 2.170972 -0.383562 -0.026774 8.366038 0.002633 0.001110 0.000000 0.000000 0.000000 0.000000 
1 49.600000 2.268913 19.765756 11.031656 2.173980 -0.466884 -0.026774 10.674280 0.002633 0.001847 0.000000 0.000000 0.000000 0.000000 
2 49.600000 2.268913 19.765756 11.031656 2.173980 -0.466884 -0.026774 10.674280 0.002633 0.001847 0.000000 0.000000 80.000000 -5.000000 
3 49.600000 2.219530 21.066845 11.031569 2.168724 -0.369064 -0.027841 8.085679 0.002512 0.001111 0.000000 0.000000 0.000000 0.000000 
1 49.800000 2.327563 18.066823 11.031569 2.014668 -0.447298 -0.024509 10.394491 0.002632 0.001848 3.001966 0.000000 0.000000 0.000000 
1 50.000000 2.435595 15.066801 11.031569 1.887236 -0.524573 -0.018966 12.703338 0.002831 0.002585 3.001966 -0.000000 0.000000 0.000000 
1 50.200000 2.435595 15.066801 11.031569 1.890230 -0.607694 -0.018966 15.011595 0.002831 0.003322 0.000000 0.000000 0.000000 0.000000 
1 50.400000 2.543627 12.066780 11.031569 1.809322 -0.683294 -0.009001 17.320502 0.003190 0.004059 3.001966 0.000000 0.000000 0.000000 
1 50.600000 2.543627 12.066780 11.031569 1.812315 -0.766415 -0.009001 19.628759 0.003190 0.004796 0.000000 0.000000 0.000000 0.000000 
1 50.800000 2.651659 9.066758 11.031569 1.804464 -0.839384 0.005386 21.937761 0.003708 0.005533 3.001966 0.000000 0.000000 0.000000 
1 51.000000 2.651659 9.066758 11.031569 1.807457 -0.922505 0.005386 24.246018 0.003708 0.006270 0.000000 0.000000 0.000000 0.000000 
1 51.200000 2.651659 9.066758 11.031569 1.810450 -1.005627 0.005386 26.554274 0.003708 0.007007 0.000000 0.000000 0.000000 0.000000 
1 51.400000 2.759692 6.066736 11.031569 1.908821 -1.074770 0.026406 28.863414 0.004465 0.007744 3.001966 -0.000000 0.000000 0.000000 
1 51.600000 2.759692 6.066736 11.031569 1.911815 -1.157892 0.026406 31.171671 0.004465 0.008481 0.000000 0.000000 0.000000 0.000000 
1 51.800000 2.867724 3.066714 11.031569 2.149573 -1.222016 0.051848 33.480991 0.005381 0.009218 3.001966 0.000000 0.000000 0.000000 
1 52.000000 2.975756 0.066692 11.031569 2.546620 -1.280404 0.079502 35.790519 0.006377 0.009955 3.001966 0.000000 0.000000 0.000000 
